"","Generation","Identity","Population","Frequency","Group_id","Unique_id"
"40",0,"genotype-10",0,0,"genotype-10a","genotype-10a_0"
"10",0,"genotype-13",0,0,"genotype-13","genotype-13_0"
"42",0,"genotype-13",0,0,"genotype-13a","genotype-13a_0"
"43",0,"genotype-14",0,0,"genotype-14a","genotype-14a_0"
"26",0,"genotype-30",0,0,"genotype-30","genotype-30_0"
"58",0,"genotype-30",0,0,"genotype-30a","genotype-30a_0"
"21",0,"genotype-24",0,0,"genotype-24","genotype-24_0"
"53",0,"genotype-24",0,0,"genotype-24a","genotype-24a_0"
"12",0,"genotype-15",0,0,"genotype-15","genotype-15_0"
"44",0,"genotype-15",0,0,"genotype-15a","genotype-15a_0"
"6",0,"genotype-25",1.05,0.0105,"genotype-25","genotype-25_0"
"38",0,"genotype-25",1.05,0.0105,"genotype-25a","genotype-25a_0"
"61",0,"genotype-6",0,0,"genotype-6a","genotype-6a_0"
"47",0,"genotype-19",0,0,"genotype-19a","genotype-19a_0"
"2",0,"genotype-12",16.15,0.1615,"genotype-12","genotype-12_0"
"4",0,"genotype-31",3.55,0.0355,"genotype-31","genotype-31_0"
"36",0,"genotype-31",3.55,0.0355,"genotype-31a","genotype-31a_0"
"5",0,"genotype-26",2.65,0.0265,"genotype-26","genotype-26_0"
"37",0,"genotype-26",2.65,0.0265,"genotype-26a","genotype-26a_0"
"3",0,"genotype-18",4.5,0.045,"genotype-18","genotype-18_0"
"16",0,"genotype-2",0,0,"genotype-2","genotype-2_0"
"48",0,"genotype-2",0,0,"genotype-2a","genotype-2a_0"
"7",0,"genotype-1",0.7,0.007,"genotype-1","genotype-1_0"
"39",0,"genotype-1",0.7,0.007,"genotype-1a","genotype-1a_0"
"35",0,"genotype-18",4.5,0.045,"genotype-18a","genotype-18a_0"
"34",0,"genotype-12",16.15,0.1615,"genotype-12a","genotype-12a_0"
"33",0,"genotype-0",21.4,0.214,"genotype-0a","genotype-0a_0"
"65",0.5,"genotype-0",21.04,0.246225863077823,"genotype-0","genotype-0_0.5"
"96",0.5,"genotype-9",0,0,"genotype-9","genotype-9_0.5"
"128",0.5,"genotype-9",0,0,"genotype-9a","genotype-9a_0.5"
"79",0.5,"genotype-19",0,0,"genotype-19","genotype-19_0.5"
"88",0.5,"genotype-29",0,0,"genotype-29","genotype-29_0.5"
"120",0.5,"genotype-29",0,0,"genotype-29a","genotype-29a_0.5"
"93",0.5,"genotype-6",0,0,"genotype-6","genotype-6_0.5"
"75",0.5,"genotype-14",0,0,"genotype-14","genotype-14_0.5"
"77",0.5,"genotype-16",0,0,"genotype-16","genotype-16_0.5"
"109",0.5,"genotype-16",0,0,"genotype-16a","genotype-16a_0.5"
"95",0.5,"genotype-8",0,0,"genotype-8","genotype-8_0.5"
"127",0.5,"genotype-8",0,0,"genotype-8a","genotype-8a_0.5"
"94",0.5,"genotype-7",0,0,"genotype-7","genotype-7_0.5"
"126",0.5,"genotype-7",0,0,"genotype-7a","genotype-7a_0.5"
"92",0.5,"genotype-5",0,0,"genotype-5","genotype-5_0.5"
"124",0.5,"genotype-5",0,0,"genotype-5a","genotype-5a_0.5"
"84",0.5,"genotype-23",0,0,"genotype-23","genotype-23_0.5"
"116",0.5,"genotype-23",0,0,"genotype-23a","genotype-23a_0.5"
"73",0.5,"genotype-11",0,0,"genotype-11","genotype-11_0.5"
"105",0.5,"genotype-11",0,0,"genotype-11a","genotype-11a_0.5"
"86",0.5,"genotype-27",0,0,"genotype-27","genotype-27_0.5"
"118",0.5,"genotype-27",0,0,"genotype-27a","genotype-27a_0.5"
"82",0.5,"genotype-21",0,0,"genotype-21","genotype-21_0.5"
"114",0.5,"genotype-21",0,0,"genotype-21a","genotype-21a_0.5"
"89",0.5,"genotype-3",0,0,"genotype-3","genotype-3_0.5"
"121",0.5,"genotype-3",0,0,"genotype-3a","genotype-3a_0.5"
"87",0.5,"genotype-28",0,0,"genotype-28","genotype-28_0.5"
"119",0.5,"genotype-28",0,0,"genotype-28a","genotype-28a_0.5"
"83",0.5,"genotype-22",0,0,"genotype-22","genotype-22_0.5"
"115",0.5,"genotype-22",0,0,"genotype-22a","genotype-22a_0.5"
"78",0.5,"genotype-17",0,0,"genotype-17","genotype-17_0.5"
"110",0.5,"genotype-17",0,0,"genotype-17a","genotype-17a_0.5"
"81",0.5,"genotype-20",0,0,"genotype-20","genotype-20_0.5"
"113",0.5,"genotype-20",0,0,"genotype-20a","genotype-20a_0.5"
"91",0.5,"genotype-4",0,0,"genotype-4","genotype-4_0.5"
"123",0.5,"genotype-4",0,0,"genotype-4a","genotype-4a_0.5"
"72",0.5,"genotype-10",0,0,"genotype-10","genotype-10_0.5"
"104",0.5,"genotype-10",0,0,"genotype-10a","genotype-10a_0.5"
"74",0.5,"genotype-13",0,0,"genotype-13","genotype-13_0.5"
"106",0.5,"genotype-13",0,0,"genotype-13a","genotype-13a_0.5"
"107",0.5,"genotype-14",0,0,"genotype-14a","genotype-14a_0.5"
"90",0.5,"genotype-30",0,0,"genotype-30","genotype-30_0.5"
"122",0.5,"genotype-30",0,0,"genotype-30a","genotype-30a_0.5"
"85",0.5,"genotype-24",0,0,"genotype-24","genotype-24_0.5"
"117",0.5,"genotype-24",0,0,"genotype-24a","genotype-24a_0.5"
"76",0.5,"genotype-15",0,0,"genotype-15","genotype-15_0.5"
"108",0.5,"genotype-15",0,0,"genotype-15a","genotype-15a_0.5"
"71",0.5,"genotype-25",0.56,0.00655354008191925,"genotype-25","genotype-25_0.5"
"103",0.5,"genotype-25",0.56,0.00655354008191925,"genotype-25a","genotype-25a_0.5"
"125",0.5,"genotype-6",0,0,"genotype-6a","genotype-6a_0.5"
"111",0.5,"genotype-19",0,0,"genotype-19a","genotype-19a_0.5"
"66",0.5,"genotype-12",11.925,0.139555295494441,"genotype-12","genotype-12_0.5"
"67",0.5,"genotype-31",3.05,0.0356933879461673,"genotype-31","genotype-31_0.5"
"99",0.5,"genotype-31",3.05,0.0356933879461673,"genotype-31a","genotype-31a_0.5"
"69",0.5,"genotype-26",2.35,0.0275014628437683,"genotype-26","genotype-26_0.5"
"101",0.5,"genotype-26",2.35,0.0275014628437683,"genotype-26a","genotype-26a_0.5"
"68",0.5,"genotype-18",2.5,0.0292568753657109,"genotype-18","genotype-18_0.5"
"80",0.5,"genotype-2",0,0,"genotype-2","genotype-2_0.5"
"112",0.5,"genotype-2",0,0,"genotype-2a","genotype-2a_0.5"
"70",0.5,"genotype-1",1.3,0.0152135751901697,"genotype-1","genotype-1_0.5"
"102",0.5,"genotype-1",1.3,0.0152135751901697,"genotype-1a","genotype-1a_0.5"
"100",0.5,"genotype-18",2.5,0.0292568753657109,"genotype-18a","genotype-18a_0.5"
"98",0.5,"genotype-12",11.925,0.139555295494441,"genotype-12a","genotype-12a_0.5"
"97",0.5,"genotype-0",21.04,0.246225863077823,"genotype-0a","genotype-0a_0.5"
"129",1,"genotype-0",20.68,0.2068,"genotype-0","genotype-0_1"
"160",1,"genotype-9",0,0,"genotype-9","genotype-9_1"
"192",1,"genotype-9",0,0,"genotype-9a","genotype-9a_1"
"147",1,"genotype-19",0,0,"genotype-19","genotype-19_1"
"154",1,"genotype-29",0,0,"genotype-29","genotype-29_1"
"186",1,"genotype-29",0,0,"genotype-29a","genotype-29a_1"
"131",1,"genotype-6",5.4,0.054,"genotype-6","genotype-6_1"
"144",1,"genotype-14",0,0,"genotype-14","genotype-14_1"
"145",1,"genotype-16",0,0,"genotype-16","genotype-16_1"
"177",1,"genotype-16",0,0,"genotype-16a","genotype-16a_1"
"159",1,"genotype-8",0,0,"genotype-8","genotype-8_1"
"191",1,"genotype-8",0,0,"genotype-8a","genotype-8a_1"
"158",1,"genotype-7",0,0,"genotype-7","genotype-7_1"
"190",1,"genotype-7",0,0,"genotype-7a","genotype-7a_1"
"157",1,"genotype-5",0,0,"genotype-5","genotype-5_1"
"189",1,"genotype-5",0,0,"genotype-5a","genotype-5a_1"
"151",1,"genotype-23",0,0,"genotype-23","genotype-23_1"
"183",1,"genotype-23",0,0,"genotype-23a","genotype-23a_1"
"142",1,"genotype-11",0,0,"genotype-11","genotype-11_1"
"174",1,"genotype-11",0,0,"genotype-11a","genotype-11a_1"
"152",1,"genotype-27",0,0,"genotype-27","genotype-27_1"
"184",1,"genotype-27",0,0,"genotype-27a","genotype-27a_1"
"149",1,"genotype-21",0,0,"genotype-21","genotype-21_1"
"181",1,"genotype-21",0,0,"genotype-21a","genotype-21a_1"
"155",1,"genotype-3",0,0,"genotype-3","genotype-3_1"
"187",1,"genotype-3",0,0,"genotype-3a","genotype-3a_1"
"153",1,"genotype-28",0,0,"genotype-28","genotype-28_1"
"185",1,"genotype-28",0,0,"genotype-28a","genotype-28a_1"
"150",1,"genotype-22",0,0,"genotype-22","genotype-22_1"
"182",1,"genotype-22",0,0,"genotype-22a","genotype-22a_1"
"146",1,"genotype-17",0,0,"genotype-17","genotype-17_1"
"178",1,"genotype-17",0,0,"genotype-17a","genotype-17a_1"
"148",1,"genotype-20",0,0,"genotype-20","genotype-20_1"
"180",1,"genotype-20",0,0,"genotype-20a","genotype-20a_1"
"156",1,"genotype-4",0,0,"genotype-4","genotype-4_1"
"188",1,"genotype-4",0,0,"genotype-4a","genotype-4a_1"
"141",1,"genotype-10",0,0,"genotype-10","genotype-10_1"
"173",1,"genotype-10",0,0,"genotype-10a","genotype-10a_1"
"143",1,"genotype-13",0,0,"genotype-13","genotype-13_1"
"175",1,"genotype-13",0,0,"genotype-13a","genotype-13a_1"
"176",1,"genotype-14",0,0,"genotype-14a","genotype-14a_1"
"134",1,"genotype-30",2.1,0.021,"genotype-30","genotype-30_1"
"166",1,"genotype-30",2.1,0.021,"genotype-30a","genotype-30a_1"
"138",1,"genotype-24",1.7,0.017,"genotype-24","genotype-24_1"
"170",1,"genotype-24",1.7,0.017,"genotype-24a","genotype-24a_1"
"135",1,"genotype-15",2.05,0.0205,"genotype-15","genotype-15_1"
"167",1,"genotype-15",2.05,0.0205,"genotype-15a","genotype-15a_1"
"140",1,"genotype-25",0.07,7e-04,"genotype-25","genotype-25_1"
"172",1,"genotype-25",0.07,7e-04,"genotype-25a","genotype-25a_1"
"163",1,"genotype-6",5.4,0.054,"genotype-6a","genotype-6a_1"
"179",1,"genotype-19",0,0,"genotype-19a","genotype-19a_1"
"130",1,"genotype-12",7.7,0.077,"genotype-12","genotype-12_1"
"133",1,"genotype-31",2.55,0.0255,"genotype-31","genotype-31_1"
"165",1,"genotype-31",2.55,0.0255,"genotype-31a","genotype-31a_1"
"136",1,"genotype-26",2.05,0.0205,"genotype-26","genotype-26_1"
"168",1,"genotype-26",2.05,0.0205,"genotype-26a","genotype-26a_1"
"139",1,"genotype-18",0.5,0.005,"genotype-18","genotype-18_1"
"132",1,"genotype-2",3.3,0.033,"genotype-2","genotype-2_1"
"164",1,"genotype-2",3.3,0.033,"genotype-2a","genotype-2a_1"
"137",1,"genotype-1",1.9,0.019,"genotype-1","genotype-1_1"
"169",1,"genotype-1",1.9,0.019,"genotype-1a","genotype-1a_1"
"171",1,"genotype-18",0.5,0.005,"genotype-18a","genotype-18a_1"
"162",1,"genotype-12",7.7,0.077,"genotype-12a","genotype-12a_1"
"161",1,"genotype-0",20.68,0.2068,"genotype-0a","genotype-0a_1"
"193",1.5,"genotype-0",10.34,0.139918809201624,"genotype-0","genotype-0_1.5"
"224",1.5,"genotype-9",0,0,"genotype-9","genotype-9_1.5"
"256",1.5,"genotype-9",0,0,"genotype-9a","genotype-9a_1.5"
"211",1.5,"genotype-19",0,0,"genotype-19","genotype-19_1.5"
"218",1.5,"genotype-29",0,0,"genotype-29","genotype-29_1.5"
"250",1.5,"genotype-29",0,0,"genotype-29a","genotype-29a_1.5"
"196",1.5,"genotype-6",3.8,0.0514208389715832,"genotype-6","genotype-6_1.5"
"208",1.5,"genotype-14",0,0,"genotype-14","genotype-14_1.5"
"209",1.5,"genotype-16",0,0,"genotype-16","genotype-16_1.5"
"241",1.5,"genotype-16",0,0,"genotype-16a","genotype-16a_1.5"
"223",1.5,"genotype-8",0,0,"genotype-8","genotype-8_1.5"
"255",1.5,"genotype-8",0,0,"genotype-8a","genotype-8a_1.5"
"222",1.5,"genotype-7",0,0,"genotype-7","genotype-7_1.5"
"254",1.5,"genotype-7",0,0,"genotype-7a","genotype-7a_1.5"
"221",1.5,"genotype-5",0,0,"genotype-5","genotype-5_1.5"
"253",1.5,"genotype-5",0,0,"genotype-5a","genotype-5a_1.5"
"215",1.5,"genotype-23",0,0,"genotype-23","genotype-23_1.5"
"247",1.5,"genotype-23",0,0,"genotype-23a","genotype-23a_1.5"
"206",1.5,"genotype-11",0,0,"genotype-11","genotype-11_1.5"
"238",1.5,"genotype-11",0,0,"genotype-11a","genotype-11a_1.5"
"216",1.5,"genotype-27",0,0,"genotype-27","genotype-27_1.5"
"248",1.5,"genotype-27",0,0,"genotype-27a","genotype-27a_1.5"
"213",1.5,"genotype-21",0,0,"genotype-21","genotype-21_1.5"
"245",1.5,"genotype-21",0,0,"genotype-21a","genotype-21a_1.5"
"219",1.5,"genotype-3",0,0,"genotype-3","genotype-3_1.5"
"251",1.5,"genotype-3",0,0,"genotype-3a","genotype-3a_1.5"
"217",1.5,"genotype-28",0,0,"genotype-28","genotype-28_1.5"
"249",1.5,"genotype-28",0,0,"genotype-28a","genotype-28a_1.5"
"214",1.5,"genotype-22",0,0,"genotype-22","genotype-22_1.5"
"246",1.5,"genotype-22",0,0,"genotype-22a","genotype-22a_1.5"
"210",1.5,"genotype-17",0,0,"genotype-17","genotype-17_1.5"
"242",1.5,"genotype-17",0,0,"genotype-17a","genotype-17a_1.5"
"212",1.5,"genotype-20",0,0,"genotype-20","genotype-20_1.5"
"244",1.5,"genotype-20",0,0,"genotype-20a","genotype-20a_1.5"
"220",1.5,"genotype-4",0,0,"genotype-4","genotype-4_1.5"
"252",1.5,"genotype-4",0,0,"genotype-4a","genotype-4a_1.5"
"205",1.5,"genotype-10",0,0,"genotype-10","genotype-10_1.5"
"237",1.5,"genotype-10",0,0,"genotype-10a","genotype-10a_1.5"
"207",1.5,"genotype-13",0,0,"genotype-13","genotype-13_1.5"
"239",1.5,"genotype-13",0,0,"genotype-13a","genotype-13a_1.5"
"240",1.5,"genotype-14",0,0,"genotype-14a","genotype-14a_1.5"
"201",1.5,"genotype-30",1.375,0.0186062246278755,"genotype-30","genotype-30_1.5"
"233",1.5,"genotype-30",1.375,0.0186062246278755,"genotype-30a","genotype-30a_1.5"
"199",1.5,"genotype-24",1.775,0.0240189445196211,"genotype-24","genotype-24_1.5"
"231",1.5,"genotype-24",1.775,0.0240189445196211,"genotype-24a","genotype-24a_1.5"
"200",1.5,"genotype-15",1.675,0.0226657645466847,"genotype-15","genotype-15_1.5"
"232",1.5,"genotype-15",1.675,0.0226657645466847,"genotype-15a","genotype-15a_1.5"
"194",1.5,"genotype-25",6.085,0.08234100135318,"genotype-25","genotype-25_1.5"
"226",1.5,"genotype-25",6.085,0.08234100135318,"genotype-25a","genotype-25a_1.5"
"228",1.5,"genotype-6",3.8,0.0514208389715832,"genotype-6a","genotype-6a_1.5"
"243",1.5,"genotype-19",0,0,"genotype-19a","genotype-19a_1.5"
"195",1.5,"genotype-12",4.675,0.0632611637347767,"genotype-12","genotype-12_1.5"
"198",1.5,"genotype-31",1.825,0.0246955345060893,"genotype-31","genotype-31_1.5"
"230",1.5,"genotype-31",1.825,0.0246955345060893,"genotype-31a","genotype-31a_1.5"
"204",1.5,"genotype-26",1.025,0.0138700947225981,"genotype-26","genotype-26_1.5"
"236",1.5,"genotype-26",1.025,0.0138700947225981,"genotype-26a","genotype-26a_1.5"
"203",1.5,"genotype-18",1.0375,0.0140392422192152,"genotype-18","genotype-18_1.5"
"197",1.5,"genotype-2",1.975,0.0267253044654939,"genotype-2","genotype-2_1.5"
"229",1.5,"genotype-2",1.975,0.0267253044654939,"genotype-2a","genotype-2a_1.5"
"202",1.5,"genotype-1",1.3625,0.0184370771312585,"genotype-1","genotype-1_1.5"
"234",1.5,"genotype-1",1.3625,0.0184370771312585,"genotype-1a","genotype-1a_1.5"
"235",1.5,"genotype-18",1.0375,0.0140392422192152,"genotype-18a","genotype-18a_1.5"
"227",1.5,"genotype-12",4.675,0.0632611637347767,"genotype-12a","genotype-12a_1.5"
"225",1.5,"genotype-0",10.34,0.139918809201624,"genotype-0a","genotype-0a_1.5"
"272",2,"genotype-0",0,0,"genotype-0","genotype-0_2"
"257",2,"genotype-9",23.5,0.204525674499565,"genotype-9","genotype-9_2"
"289",2,"genotype-9",23.5,0.204525674499565,"genotype-9a","genotype-9a_2"
"270",2,"genotype-19",0.5,0.00435161009573542,"genotype-19","genotype-19_2"
"266",2,"genotype-29",1.05,0.00913838120104439,"genotype-29","genotype-29_2"
"298",2,"genotype-29",1.05,0.00913838120104439,"genotype-29a","genotype-29a_2"
"260",2,"genotype-6",2.2,0.0191470844212359,"genotype-6","genotype-6_2"
"259",2,"genotype-14",8.05,0.0700609225413403,"genotype-14","genotype-14_2"
"275",2,"genotype-16",0,0,"genotype-16","genotype-16_2"
"307",2,"genotype-16",0,0,"genotype-16a","genotype-16a_2"
"288",2,"genotype-8",0,0,"genotype-8","genotype-8_2"
"320",2,"genotype-8",0,0,"genotype-8a","genotype-8a_2"
"287",2,"genotype-7",0,0,"genotype-7","genotype-7_2"
"319",2,"genotype-7",0,0,"genotype-7a","genotype-7a_2"
"286",2,"genotype-5",0,0,"genotype-5","genotype-5_2"
"318",2,"genotype-5",0,0,"genotype-5a","genotype-5a_2"
"280",2,"genotype-23",0,0,"genotype-23","genotype-23_2"
"312",2,"genotype-23",0,0,"genotype-23a","genotype-23a_2"
"274",2,"genotype-11",0,0,"genotype-11","genotype-11_2"
"306",2,"genotype-11",0,0,"genotype-11a","genotype-11a_2"
"282",2,"genotype-27",0,0,"genotype-27","genotype-27_2"
"314",2,"genotype-27",0,0,"genotype-27a","genotype-27a_2"
"278",2,"genotype-21",0,0,"genotype-21","genotype-21_2"
"310",2,"genotype-21",0,0,"genotype-21a","genotype-21a_2"
"284",2,"genotype-3",0,0,"genotype-3","genotype-3_2"
"316",2,"genotype-3",0,0,"genotype-3a","genotype-3a_2"
"283",2,"genotype-28",0,0,"genotype-28","genotype-28_2"
"315",2,"genotype-28",0,0,"genotype-28a","genotype-28a_2"
"279",2,"genotype-22",0,0,"genotype-22","genotype-22_2"
"311",2,"genotype-22",0,0,"genotype-22a","genotype-22a_2"
"276",2,"genotype-17",0,0,"genotype-17","genotype-17_2"
"308",2,"genotype-17",0,0,"genotype-17a","genotype-17a_2"
"277",2,"genotype-20",0,0,"genotype-20","genotype-20_2"
"309",2,"genotype-20",0,0,"genotype-20a","genotype-20a_2"
"285",2,"genotype-4",0,0,"genotype-4","genotype-4_2"
"317",2,"genotype-4",0,0,"genotype-4a","genotype-4a_2"
"273",2,"genotype-10",0,0,"genotype-10","genotype-10_2"
"305",2,"genotype-10",0,0,"genotype-10a","genotype-10a_2"
"271",2,"genotype-13",0.45,0.00391644908616188,"genotype-13","genotype-13_2"
"303",2,"genotype-13",0.45,0.00391644908616188,"genotype-13a","genotype-13a_2"
"291",2,"genotype-14",8.05,0.0700609225413403,"genotype-14a","genotype-14a_2"
"269",2,"genotype-30",0.65,0.00565709312445605,"genotype-30","genotype-30_2"
"301",2,"genotype-30",0.65,0.00565709312445605,"genotype-30a","genotype-30a_2"
"261",2,"genotype-24",1.85,0.0161009573542211,"genotype-24","genotype-24_2"
"293",2,"genotype-24",1.85,0.0161009573542211,"genotype-24a","genotype-24a_2"
"264",2,"genotype-15",1.3,0.0113141862489121,"genotype-15","genotype-15_2"
"296",2,"genotype-15",1.3,0.0113141862489121,"genotype-15a","genotype-15a_2"
"258",2,"genotype-25",12.1,0.105308964316797,"genotype-25","genotype-25_2"
"290",2,"genotype-25",12.1,0.105308964316797,"genotype-25a","genotype-25a_2"
"292",2,"genotype-6",2.2,0.0191470844212359,"genotype-6a","genotype-6a_2"
"302",2,"genotype-19",0.5,0.00435161009573542,"genotype-19a","genotype-19a_2"
"262",2,"genotype-12",1.65,0.0143603133159269,"genotype-12","genotype-12_2"
"265",2,"genotype-31",1.1,0.00957354221061793,"genotype-31","genotype-31_2"
"297",2,"genotype-31",1.1,0.00957354221061793,"genotype-31a","genotype-31a_2"
"281",2,"genotype-26",0,0,"genotype-26","genotype-26_2"
"313",2,"genotype-26",0,0,"genotype-26a","genotype-26a_2"
"263",2,"genotype-18",1.575,0.0137075718015666,"genotype-18","genotype-18_2"
"268",2,"genotype-2",0.65,0.00565709312445605,"genotype-2","genotype-2_2"
"300",2,"genotype-2",0.65,0.00565709312445605,"genotype-2a","genotype-2a_2"
"267",2,"genotype-1",0.825,0.00718015665796345,"genotype-1","genotype-1_2"
"299",2,"genotype-1",0.825,0.00718015665796345,"genotype-1a","genotype-1a_2"
"295",2,"genotype-18",1.575,0.0137075718015666,"genotype-18a","genotype-18a_2"
"294",2,"genotype-12",1.65,0.0143603133159269,"genotype-12a","genotype-12a_2"
"304",2,"genotype-0",0,0,"genotype-0a","genotype-0a_2"
"336",2.5,"genotype-0",0,0,"genotype-0","genotype-0_2.5"
"322",2.5,"genotype-9",13.175,0.0863934426229508,"genotype-9","genotype-9_2.5"
"354",2.5,"genotype-9",13.175,0.0863934426229508,"genotype-9a","genotype-9a_2.5"
"323",2.5,"genotype-19",9.875,0.0647540983606557,"genotype-19","genotype-19_2.5"
"327",2.5,"genotype-29",4.475,0.029344262295082,"genotype-29","genotype-29_2.5"
"359",2.5,"genotype-29",4.475,0.029344262295082,"genotype-29a","genotype-29a_2.5"
"330",2.5,"genotype-6",2.5,0.0163934426229508,"genotype-6","genotype-6_2.5"
"324",2.5,"genotype-14",5.85,0.0383606557377049,"genotype-14","genotype-14_2.5"
"339",2.5,"genotype-16",0,0,"genotype-16","genotype-16_2.5"
"371",2.5,"genotype-16",0,0,"genotype-16a","genotype-16a_2.5"
"352",2.5,"genotype-8",0,0,"genotype-8","genotype-8_2.5"
"384",2.5,"genotype-8",0,0,"genotype-8a","genotype-8a_2.5"
"351",2.5,"genotype-7",0,0,"genotype-7","genotype-7_2.5"
"383",2.5,"genotype-7",0,0,"genotype-7a","genotype-7a_2.5"
"350",2.5,"genotype-5",0,0,"genotype-5","genotype-5_2.5"
"382",2.5,"genotype-5",0,0,"genotype-5a","genotype-5a_2.5"
"344",2.5,"genotype-23",0,0,"genotype-23","genotype-23_2.5"
"376",2.5,"genotype-23",0,0,"genotype-23a","genotype-23a_2.5"
"338",2.5,"genotype-11",0,0,"genotype-11","genotype-11_2.5"
"370",2.5,"genotype-11",0,0,"genotype-11a","genotype-11a_2.5"
"346",2.5,"genotype-27",0,0,"genotype-27","genotype-27_2.5"
"378",2.5,"genotype-27",0,0,"genotype-27a","genotype-27a_2.5"
"342",2.5,"genotype-21",0,0,"genotype-21","genotype-21_2.5"
"374",2.5,"genotype-21",0,0,"genotype-21a","genotype-21a_2.5"
"348",2.5,"genotype-3",0,0,"genotype-3","genotype-3_2.5"
"380",2.5,"genotype-3",0,0,"genotype-3a","genotype-3a_2.5"
"347",2.5,"genotype-28",0,0,"genotype-28","genotype-28_2.5"
"379",2.5,"genotype-28",0,0,"genotype-28a","genotype-28a_2.5"
"343",2.5,"genotype-22",0,0,"genotype-22","genotype-22_2.5"
"375",2.5,"genotype-22",0,0,"genotype-22a","genotype-22a_2.5"
"340",2.5,"genotype-17",0,0,"genotype-17","genotype-17_2.5"
"372",2.5,"genotype-17",0,0,"genotype-17a","genotype-17a_2.5"
"341",2.5,"genotype-20",0,0,"genotype-20","genotype-20_2.5"
"373",2.5,"genotype-20",0,0,"genotype-20a","genotype-20a_2.5"
"349",2.5,"genotype-4",0,0,"genotype-4","genotype-4_2.5"
"381",2.5,"genotype-4",0,0,"genotype-4a","genotype-4a_2.5"
"337",2.5,"genotype-10",0,0,"genotype-10","genotype-10_2.5"
"369",2.5,"genotype-10",0,0,"genotype-10a","genotype-10a_2.5"
"334",2.5,"genotype-13",0.4,0.00262295081967213,"genotype-13","genotype-13_2.5"
"366",2.5,"genotype-13",0.4,0.00262295081967213,"genotype-13a","genotype-13a_2.5"
"356",2.5,"genotype-14",5.85,0.0383606557377049,"genotype-14a","genotype-14a_2.5"
"326",2.5,"genotype-30",4.65,0.0304918032786885,"genotype-30","genotype-30_2.5"
"358",2.5,"genotype-30",4.65,0.0304918032786885,"genotype-30a","genotype-30a_2.5"
"325",2.5,"genotype-24",5.275,0.0345901639344262,"genotype-24","genotype-24_2.5"
"357",2.5,"genotype-24",5.275,0.0345901639344262,"genotype-24a","genotype-24a_2.5"
"328",2.5,"genotype-15",4.3,0.0281967213114754,"genotype-15","genotype-15_2.5"
"360",2.5,"genotype-15",4.3,0.0281967213114754,"genotype-15a","genotype-15a_2.5"
"321",2.5,"genotype-25",20.025,0.131311475409836,"genotype-25","genotype-25_2.5"
"353",2.5,"genotype-25",20.025,0.131311475409836,"genotype-25a","genotype-25a_2.5"
"362",2.5,"genotype-6",2.5,0.0163934426229508,"genotype-6a","genotype-6a_2.5"
"355",2.5,"genotype-19",9.875,0.0647540983606557,"genotype-19a","genotype-19a_2.5"
